make,model,series,body,year_from,year_to,engine_code,engine_litres,engine_kw,trim_code,drivetrain,front_pads,rear_pads,park_brake_shoes,notes
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.5,67,,FWD,DB1259,DB1163,,
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.5,67,,FWD,DB1262,DB1163,,New Zealand Models; With Front Disc
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.5,67,,FWD,DB1286,DB1163,,New Zealand Models; With Front Disc
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.5,67,,FWD,DB300,DB1163,,Manual Transmission; New Zealand Models
Honda,Civic,"EG,EH,SR",Sedan,1991,1995,,1.5,74,,FWD,DB1259,DB1163,,
Honda,Civic,"EG,EH,SR",Sedan,1991,1995,,1.5,74,,FWD,DB1262,DB1163,,New Zealand Models; With Front Disc
Honda,Civic,"EG,EH,SR",Sedan,1991,1995,,1.5,74,,FWD,DB1286,DB1163,,New Zealand Models; With Front Disc
Honda,Civic,"EG,EH,SR",Sedan,1991,1995,,1.5,74,,FWD,DB300,DB1163,,Manual Transmission; New Zealand Models
Honda,Civic,"AL,AJ,AG,AH",Hatchback,1984,1987,,1.5,63,GL,FWD,DB300,,,New Zealand Models
Honda,Civic,"EE,EF",Wagon,1988,1989,i 16V,1.5,72,,AWD,DB1259,,,Length 128mm
Honda,Civic,"EE,EF",Wagon,1988,1989,i 16V,1.5,72,,AWD,DB390,,,
Honda,Civic,"ED,EF,SH",Sedan,1987,1993,i 16V,1.5,72,,FWD,DB1123,DB1163,,Length 132 x 49mm
Honda,Civic,"ED,EF,SH",Sedan,1987,1993,i 16V,1.5,72,,FWD,DB1133,DB1163,,Length 129 x 52mm
Honda,Civic,"ED,EF,SH",Sedan,1987,1993,i 16V,1.5,72,,FWD,DB390,DB1163,,
