part_number,name,voltage,capacity_ah,length_mm,width_mm,height_mm,terminal_layout,cca,rc,warranty_months,category,tier,make,model,year_from,year_to,series,engine_type,drive_type,body_type,chassis,engine_code,power_kw,is_auxiliary
NS70X MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,D Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,DB7,1994,1999,3.2 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AJ6HT,233,No
NS70 MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,D Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,ASTON MARTIN,DB7,1994,1999,3.2 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AJ6HT,233,No
N70ZZX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,95,305,171,202,D Polarity STD Terminal,810,185,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,LAGONDA,1976,1997,5.3 Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,,"40HEL,40HCA",250,No
N70ZZ MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,85,305,171,202,D Polarity STD Terminal,720,170,20,"SUV, 4x4 & Light Commercial",Hi Performance,ASTON MARTIN,LAGONDA,1976,1997,5.3 Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,,"40HEL,40HCA",250,No
N70ZZX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,95,305,171,202,D Polarity STD Terminal,810,185,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,LAGONDA,1988,1995,5.3 Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,,"40HES,40HCA",228,No
N70ZZ MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,85,305,171,202,D Polarity STD Terminal,720,170,20,"SUV, 4x4 & Light Commercial",Hi Performance,ASTON MARTIN,LAGONDA,1988,1995,5.3 Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,,"40HES,40HCA",228,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,RAPIDE,2018,2019,6.0 AMR Petrol Rear-Wheel Drive Hatchback,Petrol,Rear-Wheel Drive,Hatchback,,AM29,444,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,RAPIDE,2014,2018,6.0 S Petrol Rear-Wheel Drive Hatchback,Petrol,Rear-Wheel Drive,Hatchback,,AM29,412,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,RAPIDE,2013,2014,6.0 S Petrol Rear-Wheel Drive Hatchback,Petrol,Rear-Wheel Drive,Hatchback,,"AM29,AM11",410,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,RAPIDE,2010,2013,6.0 Petrol Rear-Wheel Drive Hatchback,Petrol,Rear-Wheel Drive,Hatchback,,"AM4R9,AM16",350,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,RAPIDE,2010,2013,6.0 Petrol Rear-Wheel Drive Hatchback,Petrol,Rear-Wheel Drive,Hatchback,,"AM4R9,AM16",350,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,RAPIDE,2010,2013,6.0 Petrol Rear-Wheel Drive Hatchback,Petrol,Rear-Wheel Drive,Hatchback,,"AM4R9,AM16",350,No
NS70X MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,D Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,DB6,1964,1970,4.0 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AJ6,210,No
NS70 MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,D Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,ASTON MARTIN,DB6,1964,1970,4.0 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AJ6,210,No
NS70X MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,D Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,DB6,1964,1970,4.0 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AJ6,210,No
NS70 MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,D Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,ASTON MARTIN,DB6,1964,1970,4.0 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AJ6,210,No
NS70X MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,D Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,V8,1988,1993,5.3 S+S Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,40HES,260,No
